name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,song_label,PC1,PC2,cluster,cluster_name
Eternal Friendship / Ya-run Kurdistani,['Hossein Alizadeh & Madjid Khaladj'],0.4,0.8320000000000001,-3.488,0.0436,0.77,0.000117,0.337,0.111,99.581,2010,Eternal Friendship / Ya-run Kurdistani - ['Hossein Alizadeh & Madjid Khaladj'],0.063868344,-0.28872883,7,Live Performances
"Kleine geistliche Konzerte, Part II, Op. 9, SWV 306-337: Ich bin jung gewesen, SWV 320","['Heinrich Schütz', 'Bremen Weser-Renaissance', 'Manfred Cordes']",0.2019999999999999,0.0298,-28.446,0.0434,0.966,0.0423,0.109,0.0648,72.781,2006,"Kleine geistliche Konzerte, Part II, Op. 9, SWV 306-337: Ich bin jung gewesen, SWV 320 - ['Heinrich Schütz', 'Bremen Weser-Renaissance', 'Manfred Cordes']",-0.90290034,0.07781158,0,Calm Acoustic
"Clavier-Übung III: Christ unser Herr zum Jordan kam, BWV 685","['Johann Sebastian Bach', 'David Goode']",0.2189999999999999,0.0139999999999999,-32.146,0.0372,0.981,0.00281,0.091,0.151,63.718,2020,"Clavier-Übung III: Christ unser Herr zum Jordan kam, BWV 685 - ['Johann Sebastian Bach', 'David Goode']",-0.82751805,0.121261254,0,Calm Acoustic
Chemia Miłości (feat. White 2115 & Adi Nowak),"['Kubi Producent', 'White 2115', 'Adi Nowak']",0.609,0.415,-8.624,0.125,0.242,0.0,0.16,0.2689999999999999,134.809,2019,"Chemia Miłości (feat. White 2115 & Adi Nowak) - ['Kubi Producent', 'White 2115', 'Adi Nowak']",0.3205501,-0.04218524,1,Energetic Electronic
Midnight Prowl,['JD Souther'],0.623,0.392,-15.774,0.0393,0.136,0.0105,0.0767,0.816,148.591,2019,Midnight Prowl - ['JD Souther'],0.3347903,0.35755593,2,Dance Pop
Eisblumen,['Udo Jürgens'],0.586,0.478,-8.222000000000001,0.0348,0.725,0.0,0.305,0.335,114.959,2010,Eisblumen - ['Udo Jürgens'],-0.0039111003,0.32979846,0,Calm Acoustic
The Way You Feel,['Warsaw Poland Bros.'],0.81,0.49,-10.404000000000002,0.107,0.00138,0.016,0.121,0.625,129.773,1997,The Way You Feel - ['Warsaw Poland Bros.'],0.5591359,0.46317768,2,Dance Pop
Hidden Sky,['Jami Sieber'],0.402,0.292,-14.475,0.0392,0.973,0.887,0.0882,0.509,113.299,2004,Hidden Sky - ['Jami Sieber'],-0.773227,0.055155836,6,Ambient / Classical
Brand New Life,['Jon Sonnenberg and Israel Slick'],0.679,0.627,-10.501,0.0511,0.231,0.8290000000000001,0.113,0.384,121.181,2008,Brand New Life - ['Jon Sonnenberg and Israel Slick'],0.13947189,-0.22647189,3,Instrumental Energy
the Way Things Are,['the Blue Stone Society'],0.4920000000000001,0.7440000000000001,-3.85,0.0425,0.114,0.0003529999999999,0.148,0.643,114.042,2009,the Way Things Are - ['the Blue Stone Society'],0.81008387,0.018854212,2,Dance Pop
Ancestral Recall,"['Christian Scott aTunde Adjuah', 'Saul Williams']",0.534,0.807,-6.452000000000001,0.0595,0.00603,0.5589999999999999,0.0765,0.629,150.05,2019,"Ancestral Recall - ['Christian Scott aTunde Adjuah', 'Saul Williams']",0.6182309,-0.3522166,3,Instrumental Energy
mio MARE (2v-alk_v) - 2V-Alk Version,['SawanoHiroyuki[nZk]:Yosh'],0.659,0.833,-5.709,0.0317,0.1,0.0,0.1169999999999999,0.275,119.92,2017,mio MARE (2v-alk_v) - 2V-Alk Version - ['SawanoHiroyuki[nZk]:Yosh'],0.66134983,-0.15052395,2,Dance Pop
Marathon / Odyssey (Outro),['GRRL'],0.551,0.935,-9.354,0.0775,0.000578,0.9,0.106,0.2189999999999999,135.996,2020,Marathon / Odyssey (Outro) - ['GRRL'],0.28710175,-0.673416,5,Dark Electronic Instrumental
How Much Love,"['Alexa Sunshine Rose', 'Aimee Ringle']",0.521,0.138,-15.753,0.0359,0.845,4.81e-05,0.118,0.1669999999999999,122.498,2020,"How Much Love - ['Alexa Sunshine Rose', 'Aimee Ringle']",-0.6235554,0.21714212,0,Calm Acoustic
Mi Gente Latina,"[""Robi Rob's Clubworld"", 'The Wepa Man', 'Angel DeLeon']",0.713,0.971,-6.03,0.0605,0.0167,0.00763,0.297,0.648,126.882,1996,"Mi Gente Latina - [""Robi Rob's Clubworld"", 'The Wepa Man', 'Angel DeLeon']",0.82664603,0.10401437,2,Dance Pop
"The Roar of the Flannel, The Smell of the Crowd",['Kjehl Johansen'],0.349,0.877,-6.263999999999999,0.0329,0.0045299999999999,0.976,0.266,0.813,82.53200000000002,2003,"The Roar of the Flannel, The Smell of the Crowd - ['Kjehl Johansen']",0.27733716,-0.31921363,3,Instrumental Energy
Lost Planet,"['Joel Vandroogenbroeck', 'Marc Monsen']",0.155,0.387,-16.18,0.0413,0.789,0.604,0.0902,0.0652,134.63,1980,"Lost Planet - ['Joel Vandroogenbroeck', 'Marc Monsen']",-0.6824772,-0.33902073,6,Ambient / Classical
Me Hiciste Mal,['Los Chalchaleros'],0.732,0.385,-12.178,0.0885,0.8109999999999999,0.0,0.104,0.379,110.792,2008,Me Hiciste Mal - ['Los Chalchaleros'],-0.1795633,0.7560153,4,Acoustic Pop
El Hijo De Obatala,['Tropical Fantasia'],0.7509999999999999,0.955,-7.093,0.0483,0.208,0.0269,0.109,0.8190000000000001,108.375,2013,El Hijo De Obatala - ['Tropical Fantasia'],0.7789618,0.35035074,2,Dance Pop
Long Way,['Gordi'],0.6709999999999999,0.289,-15.066,0.0677,0.905,2.34e-05,0.575,0.135,126.074,2017,Long Way - ['Gordi'],-0.30120245,0.13191412,7,Live Performances
All Wrong,['12seven'],0.747,0.5670000000000001,-7.569,0.0632,0.314,0.0,0.113,0.6729999999999999,120.013,2004,All Wrong - ['12seven'],0.63643956,0.63098854,2,Dance Pop
Nasty,['Thirteenth Tribe'],0.615,0.855,-6.093,0.0276,0.00188,0.000551,0.263,0.789,112.991,2014,Nasty - ['Thirteenth Tribe'],0.860354,0.120455205,2,Dance Pop
Boomerang Heart,['The Derailers'],0.66,0.7759999999999999,-6.442,0.0271,0.0582,0.0,0.31,0.963,142.035,2003,Boomerang Heart - ['The Derailers'],0.7913601,0.25273108,2,Dance Pop
"Put Your Hands Up (feat. Young Jeezy, Rick Ross, Plies & Schife)","['DJ Khaled', 'Jeezy', 'Rick Ross', 'Plies', 'Schife']",0.708,0.792,-3.642,0.15,0.00432,0.0,0.143,0.523,135.0,2010,"Put Your Hands Up (feat. Young Jeezy, Rick Ross, Plies & Schife) - ['DJ Khaled', 'Jeezy', 'Rick Ross', 'Plies', 'Schife']",0.8813989,0.041565344,2,Dance Pop
Santa's Going South,"['Heart', 'Sammy Hagar']",0.332,0.8740000000000001,-6.22,0.158,0.422,0.0,0.7290000000000001,0.564,149.156,2014,"Santa's Going South - ['Heart', 'Sammy Hagar']",0.3806835,-0.31860125,7,Live Performances
The Boys of the Lake,['Natalie MacMaster'],0.614,0.6579999999999999,-6.504,0.0378,0.688,0.0363,0.0967,0.926,127.601,2000,The Boys of the Lake - ['Natalie MacMaster'],0.42530832,0.61462724,4,Acoustic Pop
That's the Way I Roll,['The Bonedrivers'],0.5660000000000001,0.8640000000000001,-4.7669999999999995,0.0457,0.138,0.000672,0.287,0.851,97.972,2010,That's the Way I Roll - ['The Bonedrivers'],0.78601927,0.19854857,2,Dance Pop
Viderunt omnes No. 1: ...Dominus...,"['Léonin', 'Tonus Peregrinus', 'Antony Pitts']",0.228,0.184,-19.792,0.0476,0.988,0.000197,0.25,0.0379,128.215,2005,"Viderunt omnes No. 1: ...Dominus... - ['Léonin', 'Tonus Peregrinus', 'Antony Pitts']",-0.82819825,-0.12077897,0,Calm Acoustic
Fingers & Floors,['Jackie Martling'],0.653,0.4379999999999999,-15.344,0.941,0.861,0.0,0.703,0.588,87.82600000000002,1996,Fingers & Floors - ['Jackie Martling'],-0.0095582865,0.16619664,7,Live Performances
The Dead Can't Testify,['Billy Talent'],0.425,0.74,-5.541,0.0403,0.000121,9.11e-05,0.0701,0.642,170.03900000000004,2009,The Dead Can't Testify - ['Billy Talent'],0.64981127,-0.21660699,1,Energetic Electronic
Cloudstepper,['Nigel Good'],0.626,0.56,-10.01,0.0434,0.152,0.8490000000000001,0.161,0.0533,85.01899999999998,2015,Cloudstepper - ['Nigel Good'],-0.13840467,-0.4138509,5,Dark Electronic Instrumental
19 Moments Ago,['Michael Allen Harrison'],0.302,0.0618,-21.738000000000003,0.0484,0.981,0.919,0.0728,0.0692,124.717,1998,19 Moments Ago - ['Michael Allen Harrison'],-0.9734799,-0.18284975,6,Ambient / Classical
Used To Be,['GASHI'],0.765,0.561,-6.922999999999999,0.0335,0.0359,0.0,0.265,0.168,119.953,2019,Used To Be - ['GASHI'],0.4677123,-0.0673375,2,Dance Pop
"Keyboard Suite No. 3 (Set II) in D Minor, HWV 436: II. Allegro","['George Frideric Handel', 'Sophie Yates']",0.321,0.292,-23.809,0.038,0.784,0.00648,0.122,0.964,110.901,1999,"Keyboard Suite No. 3 (Set II) in D Minor, HWV 436: II. Allegro - ['George Frideric Handel', 'Sophie Yates']",-0.38912702,0.50752693,4,Acoustic Pop
One Track Mind,['Special Agent Ed'],0.669,0.444,-15.683,0.0334,0.218,0.945,0.108,0.0809,120.012,2003,One Track Mind - ['Special Agent Ed'],-0.34367493,-0.32175243,5,Dark Electronic Instrumental
"Magyar nepi tancok (Hungarian Folk Dances) Suite, Op. 18: I. Allegro risoluto e ben marcato","['Leó Weiner', 'Hugh Bean', 'Philharmonia Orchestra', 'Neeme Järvi']",0.278,0.186,-16.977,0.0377,0.957,0.892,0.155,0.146,131.708,1991,"Magyar nepi tancok (Hungarian Folk Dances) Suite, Op. 18: I. Allegro risoluto e ben marcato - ['Leó Weiner', 'Hugh Bean', 'Philharmonia Orchestra', 'Neeme Järvi']",-0.87822056,-0.24709529,6,Ambient / Classical
when it's all over,['Desai'],0.747,0.391,-10.304,0.0555,0.924,2.1e-05,0.108,0.283,120.032,2020,when it's all over - ['Desai'],-0.1506858,0.47786444,0,Calm Acoustic
Celestial Plains,['Aeternam'],0.456,0.937,-5.379,0.0588,8.43e-06,0.0797,0.0994,0.121,110.004,2020,Celestial Plains - ['Aeternam'],0.4681501,-0.52835894,1,Energetic Electronic
Back of the Mayback,['Lil B'],0.573,0.773,-5.347,0.103,0.0889,0.0,0.134,0.495,130.02100000000002,2019,Back of the Mayback - ['Lil B'],0.81981546,-0.12097279,1,Energetic Electronic
Belle Pénitence,['Mina Tindle'],0.421,0.396,-10.688,0.0402,0.823,0.0034799999999999,0.0949,0.3429999999999999,156.278,2020,Belle Pénitence - ['Mina Tindle'],-0.22291751,-0.005936292,0,Calm Acoustic
Rainbow,['The 13th Sign'],0.7,0.8320000000000001,-8.527999999999999,0.045,0.0119,0.923,0.2769999999999999,0.493,100.059,1999,Rainbow - ['The 13th Sign'],0.34874704,-0.21668117,3,Instrumental Energy
B.H.G.P.S.A.,['Bloodhound Gang'],0.347,0.241,-15.855,0.186,0.622,0.0,0.154,0.3989999999999999,73.617,1995,B.H.G.P.S.A. - ['Bloodhound Gang'],-0.54240835,0.30994648,0,Calm Acoustic
Beautiful Liar - Spanglish Version,"['Beyoncé', 'Sasha']",0.6940000000000001,0.726,-5.13,0.042,0.0034,0.00373,0.0801,0.57,92.015,2007,"Beautiful Liar - Spanglish Version - ['Beyoncé', 'Sasha']",0.7018622,0.26232308,2,Dance Pop
Island Of Greed,['Various-Sing Loud Play Strong'],0.341,0.964,-6.599,0.0833,0.00618,0.368,0.445,0.273,171.623,2004,Island Of Greed - ['Various-Sing Loud Play Strong'],0.4327451,-0.7379519,1,Energetic Electronic
Change,['Tater Family Travelling Circus'],0.609,0.875,-8.03,0.0313,0.0974,0.0778,0.317,0.946,120.816,2012,Change - ['Tater Family Travelling Circus'],0.79291344,0.18622096,2,Dance Pop
Arabamin Atlari Deh,['Various Artists'],0.465,0.361,-14.512,0.0812,0.58,0.894,0.122,0.8690000000000001,153.51,2005,Arabamin Atlari Deh - ['Various Artists'],-0.18735312,0.0676328,3,Instrumental Energy
Drinkin' Wine,['Gene Simmons'],0.604,0.611,-11.104,0.049,0.754,0.0,0.309,0.735,103.424,2002,Drinkin' Wine - ['Gene Simmons'],0.20628129,0.70998365,4,Acoustic Pop
Humpty Dumpty,['Ronnie Drew'],0.7070000000000001,0.3329999999999999,-12.854,0.916,0.7020000000000001,0.0,0.767,0.884,74.719,2015,Humpty Dumpty - ['Ronnie Drew'],0.07496439,0.21611407,7,Live Performances
Desprender,['Icaro del Sol'],0.542,0.831,-6.0829999999999975,0.0378,7.57e-05,0.000722,0.136,0.346,125.0,2019,Desprender - ['Icaro del Sol'],0.70667577,-0.31369394,1,Energetic Electronic
Your Old Lady Strut (feat. Mike Johnson),"['James Adelsberger', 'Mike Johnson']",0.718,0.34,-7.472,0.0318,0.893,0.0,0.105,0.691,77.768,2014,"Your Old Lady Strut (feat. Mike Johnson) - ['James Adelsberger', 'Mike Johnson']",-0.022284802,0.79968834,4,Acoustic Pop
Quickie,['Shawn Desman'],0.8959999999999999,0.544,-7.261,0.0667,0.084,0.0,0.133,0.948,126.011,2010,Quickie - ['Shawn Desman'],0.66891545,0.57253444,2,Dance Pop
I've Got Blisters on my Fingers,['Jim Campilongo'],0.526,0.789,-5.06,0.0383,0.0524,0.91,0.147,0.55,101.443,2009,I've Got Blisters on my Fingers - ['Jim Campilongo'],0.36297497,-0.3818385,3,Instrumental Energy
Moved from Place of Birth,['Lee Hazlewood'],0.6559999999999999,0.188,-18.173,0.42,0.895,0.0,0.129,0.693,119.822,1963,Moved from Place of Birth - ['Lee Hazlewood'],-0.20645787,0.48348433,4,Acoustic Pop
Haile Selassie,['Marcus Strickland'],0.607,0.675,-10.566,0.0363,0.588,0.498,0.113,0.838,105.275,2006,Haile Selassie - ['Marcus Strickland'],0.24014585,0.46920305,3,Instrumental Energy
"Music for Joan the Mad: En Toledo, con los Reyes Catolicos (At Toledo, The Seat of the Catholic Kings): Triste Espana sin ventura (Juan del Encina)","['Claire Gignac', 'Sylvain Bergeron', 'Nicolas Lemieux', 'Nathalie Cloutier', 'Jean-Pierre Noiseux', 'Rafik Saman', 'Isabelle Marchand', 'La Nef']",0.252,0.0128,-32.983000000000004,0.0368,0.986,1.16e-05,0.0913,0.154,93.857,1995,"Music for Joan the Mad: En Toledo, con los Reyes Catolicos (At Toledo, The Seat of the Catholic Kings): Triste Espana sin ventura (Juan del Encina) - ['Claire Gignac', 'Sylvain Bergeron', 'Nicolas Lemieux', 'Nathalie Cloutier', 'Jean-Pierre Noiseux', 'Rafik Saman', 'Isabelle Marchand', 'La Nef']",-0.8766309,0.17076614,0,Calm Acoustic
Conchita Mora,['Juan Reynoso'],0.654,0.295,-7.859,0.0471,0.835,0.0116,0.789,0.758,135.358,1998,Conchita Mora - ['Juan Reynoso'],0.07357016,0.31626427,7,Live Performances
Temple,['Ryuichi Sakamoto'],0.248,0.0969,-22.919,0.0411,0.911,0.924,0.121,0.0302,45.526,2000,Temple - ['Ryuichi Sakamoto'],-0.92274517,-0.104699515,6,Ambient / Classical
Remember Me,['Lee Moore'],0.659,0.483,-9.082,0.0287,0.6579999999999999,0.0,0.1889999999999999,0.8420000000000001,96.832,2013,Remember Me - ['Lee Moore'],0.27678806,0.7835459,4,Acoustic Pop
(This Time) Gonna Love You Baby,['Stranger'],0.726,0.6659999999999999,-6.181,0.0295,0.0129,2.29e-05,0.0907,0.358,102.435,2010,(This Time) Gonna Love You Baby - ['Stranger'],0.6144555,0.13724573,2,Dance Pop
Outro,['The Daylights'],0.228,0.192,-26.607,0.05,0.902,0.918,0.108,0.0364,104.668,2010,Outro - ['The Daylights'],-0.96563137,-0.28412998,6,Ambient / Classical
"Beethoven: Piano Trio No. 5 in D Major, Op. 70 No. 1, ""Ghost"": I. Allegro vivace e con brio","['Ludwig van Beethoven', 'Renaud Capuçon', 'Gautier Capuçon', 'Frank Braley']",0.272,0.128,-19.51,0.0448,0.955,0.8320000000000001,0.131,0.212,81.991,2020,"Beethoven: Piano Trio No. 5 in D Major, Op. 70 No. 1, ""Ghost"": I. Allegro vivace e con brio - ['Ludwig van Beethoven', 'Renaud Capuçon', 'Gautier Capuçon', 'Frank Braley']",-0.9114199,-0.14735755,6,Ambient / Classical
hope,['Matthew Labarge'],0.2769999999999999,0.0363,-23.805999999999997,0.0425,0.995,0.882,0.111,0.0363,59.78100000000001,2002,hope - ['Matthew Labarge'],-0.9772716,-0.068379804,6,Ambient / Classical
Remnant Signals,['Eluvium'],0.172,0.318,-24.504,0.0563,0.979,0.735,0.132,0.0418,125.018,2010,Remnant Signals - ['Eluvium'],-0.9262148,-0.36895925,6,Ambient / Classical
Love Foolosophy (with Beverley Knight) - Radio Edit,"['Jamiroquai', 'Beverley Knight']",0.799,0.69,-4.998,0.0749,0.0119,2.8699999999999996e-05,0.133,0.8959999999999999,129.297,2001,"Love Foolosophy (with Beverley Knight) - Radio Edit - ['Jamiroquai', 'Beverley Knight']",0.78300244,0.43067676,2,Dance Pop
Nightfall in Pamplona,['Chuck Brown'],0.64,0.35,-14.345,0.046,0.962,0.918,0.124,0.331,115.998,1997,Nightfall in Pamplona - ['Chuck Brown'],-0.6462326,0.15733755,6,Ambient / Classical
María Elena,['Joan Soriano'],0.6940000000000001,0.6459999999999999,-7.912000000000001,0.0707,0.7240000000000001,0.0312,0.0902,0.675,171.365,2010,María Elena - ['Joan Soriano'],0.39874658,0.36337215,4,Acoustic Pop
Cold Day in Hell,['The Marshall Pass'],0.332,0.5579999999999999,-7.991,0.0334,0.5,0.206,0.311,0.155,104.941,2019,Cold Day in Hell - ['The Marshall Pass'],-0.17408994,-0.5612605,5,Dark Electronic Instrumental
The Conversation (Skit),['Selldretti'],0.5820000000000001,0.6629999999999999,-11.421,0.5589999999999999,0.3939999999999999,0.0,0.268,0.6990000000000001,86.095,2017,The Conversation (Skit) - ['Selldretti'],0.23329915,0.18296832,7,Live Performances
"Symphony No. 8 in E-Flat Major, ""Symphony of a Thousand"": Part I, Veni, creator spiritus: Veni, creator spiritus -","['Gustav Mahler', 'Manuela Uhl', 'Michaela Kaune', 'Marisol Montalvo', 'Lioba Braun', 'Janina Baechle', 'Stefan Vinke', 'Michael Nagy', 'Albert Dohmen', 'Bamberg Symphony Chorus', 'Czech Philharmonic Choir, Brno', 'Windsbach Boys Choir', 'Bamberg Symphony', 'Jonathan Nott']",0.247,0.361,-16.289,0.0367,0.841,0.894,0.133,0.319,126.364,2013,"Symphony No. 8 in E-Flat Major, ""Symphony of a Thousand"": Part I, Veni, creator spiritus: Veni, creator spiritus - - ['Gustav Mahler', 'Manuela Uhl', 'Michaela Kaune', 'Marisol Montalvo', 'Lioba Braun', 'Janina Baechle', 'Stefan Vinke', 'Michael Nagy', 'Albert Dohmen', 'Bamberg Symphony Chorus', 'Czech Philharmonic Choir, Brno', 'Windsbach Boys Choir', 'Bamberg Symphony', 'Jonathan Nott']",-0.7964827,-0.40703857,6,Ambient / Classical
Two = 3,['Evie Ladin Band'],0.7090000000000001,0.153,-15.371,0.0363,0.95,0.0002569999999999,0.0942,0.316,131.874,2016,Two = 3 - ['Evie Ladin Band'],-0.4367297,0.54220164,0,Calm Acoustic
"Piano Concerto No. 2, ""The Student"": I. Dance-Prologue","['Thomas Pitfield', 'Peter Donohoe', 'Royal Northern College of Music Symphony Orchestra', 'Andrew Penny']",0.417,0.24,-22.499,0.032,0.979,0.8690000000000001,0.0948,0.691,152.446,2005,"Piano Concerto No. 2, ""The Student"": I. Dance-Prologue - ['Thomas Pitfield', 'Peter Donohoe', 'Royal Northern College of Music Symphony Orchestra', 'Andrew Penny']",-0.6412026,0.11695813,6,Ambient / Classical
Child,['Propinquity'],0.648,0.296,-13.855,0.0332,0.34,1.86e-06,0.564,0.325,105.598,2007,Child - ['Propinquity'],-0.044120837,0.1705892,7,Live Performances
Famous Fears,['Big $crape'],0.5660000000000001,0.648,-10.309,0.445,0.311,0.0,0.146,0.83,77.357,2020,Famous Fears - ['Big $crape'],0.30826995,0.27241915,2,Dance Pop
Bloww,"['Hittman', ""Knoc-Turn'al""]",0.7859999999999999,0.722,-6.745,0.347,0.379,0.0,0.0432,0.799,88.944,2005,"Bloww - ['Hittman', ""Knoc-Turn'al""]",0.46671334,0.49522638,2,Dance Pop
Sonic States,['Alison Mosshart'],0.585,0.256,-22.378,0.931,0.923,0.0,0.183,0.531,76.663,2020,Sonic States - ['Alison Mosshart'],-0.14939101,0.20959596,7,Live Performances
Loverboy,['Adam Lambert'],0.8290000000000001,0.769,-3.592,0.04,0.0075299999999999,2.52e-06,0.0457,0.843,109.713,2020,Loverboy - ['Adam Lambert'],0.7524825,0.3504026,2,Dance Pop
Picture on the Wall,['Hillside Rounders'],0.6,0.804,-4.9060000000000015,0.0378,0.369,0.0,0.0874,0.741,146.371,2016,Picture on the Wall - ['Hillside Rounders'],0.73000664,0.17441365,2,Dance Pop
The Song That Saved the World,['Scribblemonster'],0.417,0.8440000000000001,-5.695,0.0546,0.511,0.135,0.0723,0.301,112.275,2008,The Song That Saved the World - ['Scribblemonster'],0.29448906,-0.30388117,1,Energetic Electronic
Now That You've Lost Me,['Aynsley Dunbar Retaliation'],0.623,0.315,-15.06,0.114,0.134,0.0278,0.134,0.32,84.227,2016,Now That You've Lost Me - ['Aynsley Dunbar Retaliation'],-0.04983521,0.2664591,2,Dance Pop
Holding A Grudge,['Marky Ramone and the Intruders'],0.506,0.939,-4.65,0.0319,2.49e-06,0.205,0.108,0.872,119.099,1997,Holding A Grudge - ['Marky Ramone and the Intruders'],0.7260387,0.040297672,2,Dance Pop
Coming Your Way,['The Nimmo Brothers'],0.525,0.944,-5.3839999999999995,0.105,0.0337,0.0123,0.33,0.595,129.362,2001,Coming Your Way - ['The Nimmo Brothers'],0.8496676,-0.16138084,1,Energetic Electronic
Eidolon Alpha,['Rishloo'],0.254,0.531,-6.683,0.0363,0.0127,0.0047799999999999,0.486,0.0467,176.02,2007,Eidolon Alpha - ['Rishloo'],0.14097841,-0.6638022,1,Energetic Electronic
In Your Blood (Pathogen Version),['Probe 7'],0.531,0.5329999999999999,-9.676,0.0289999999999999,0.652,0.2769999999999999,0.0919,0.105,75.009,2019,In Your Blood (Pathogen Version) - ['Probe 7'],-0.3250717,-0.0454151,0,Calm Acoustic
"6 Sets of variations, Op. 20: Introduction and Theme varie, Op. 20","['Fernando Sor', 'Margarita Escarpa']",0.392,0.0683,-24.392,0.0583,0.992,0.931,0.0928,0.132,119.468,1999,"6 Sets of variations, Op. 20: Introduction and Theme varie, Op. 20 - ['Fernando Sor', 'Margarita Escarpa']",-0.97543424,-0.07032636,6,Ambient / Classical
Got The Bull By The Horns,['Johnny Horton'],0.691,0.767,-10.178,0.0492,0.7190000000000001,0.0,0.0735,0.9,87.633,1958,Got The Bull By The Horns - ['Johnny Horton'],0.10069896,0.5100561,4,Acoustic Pop
Anagrams,['The Diggs'],0.5379999999999999,0.512,-13.503,0.0272,9.8e-05,0.0528,0.17,0.402,125.008,2008,Anagrams - ['The Diggs'],0.4027286,-0.09576104,1,Energetic Electronic
"Symphony No. 6 in F Major, Op. 68 “Pastorale”: II. Andante molto mosso","['Vienna Volksoper Orchestra', 'Eduard von Lindenberg']",0.1009999999999999,0.0955,-19.299,0.0423,0.962,0.74,0.108,0.0746,72.617,2013,"Symphony No. 6 in F Major, Op. 68 “Pastorale”: II. Andante molto mosso - ['Vienna Volksoper Orchestra', 'Eduard von Lindenberg']",-0.9353171,-0.2416129,6,Ambient / Classical
Then Sang The Angels,['Simplicity Christmas'],0.34,0.0285,-29.701,0.0586,0.979,0.884,0.103,0.1159999999999999,102.315,1997,Then Sang The Angels - ['Simplicity Christmas'],-0.98712105,-0.033987116,6,Ambient / Classical
Spin,['Static Engine'],0.715,0.672,-8.172,0.0279,0.00406,8.44e-05,0.244,0.21,129.998,2002,Spin - ['Static Engine'],0.5510873,-0.09382427,1,Energetic Electronic
Sugar In The Gourd,['Mac Martin'],0.295,0.619,-8.262,0.0374,0.91,0.892,0.0782,0.92,132.099,2014,Sugar In The Gourd - ['Mac Martin'],-0.12866552,-0.0490075,3,Instrumental Energy
Through the Mill,['Charlie Ryan'],0.581,0.662,-7.297999999999999,0.235,0.838,0.0,0.353,0.792,74.227,2012,Through the Mill - ['Charlie Ryan'],0.224954,0.4885943,7,Live Performances
Australian Country Towns (Live),['Steve Grace'],0.5489999999999999,0.564,-9.165,0.0248,0.127,6.95e-06,0.86,0.4579999999999999,92.059,2014,Australian Country Towns (Live) - ['Steve Grace'],0.23634069,-0.09588521,7,Live Performances
Punk Means Cuddle,['Tsunami'],0.335,0.934,-8.091000000000001,0.0632,0.0033,0.318,0.198,0.833,140.365,1995,Punk Means Cuddle - ['Tsunami'],0.5724906,-0.24519458,1,Energetic Electronic
"3 Chansons de Charles d'Orleans, L. 92: No. 3: Yver, vous n'estes qu'un villain","['Claude Debussy', 'Angus Smith', 'The Cambridge Singers', 'John Rutter']",0.213,0.0941,-24.415,0.0805,0.984,0.0,0.0708,0.33,170.168,2002,"3 Chansons de Charles d'Orleans, L. 92: No. 3: Yver, vous n'estes qu'un villain - ['Claude Debussy', 'Angus Smith', 'The Cambridge Singers', 'John Rutter']",-0.6825186,0.035170946,0,Calm Acoustic
Pack Your Bags,['Jordan Rees'],0.332,0.609,-11.38,0.046,0.3939999999999999,0.362,0.111,0.1889999999999999,80.131,2017,Pack Your Bags - ['Jordan Rees'],-0.3028767,-0.44995612,5,Dark Electronic Instrumental
The Fall,['Harry Gregson-Williams'],0.516,0.7809999999999999,-10.849,0.0346,0.00547,0.8290000000000001,0.145,0.149,99.993,2012,The Fall - ['Harry Gregson-Williams'],0.06413911,-0.65393466,5,Dark Electronic Instrumental
Kleine Prinses,['Will Tura'],0.762,0.764,-6.279,0.0338,0.0313,5.11e-06,0.1169999999999999,0.914,132.053,2000,Kleine Prinses - ['Will Tura'],0.76982677,0.39630395,2,Dance Pop
"Symphony No. 7 in E Major, WAB 107: IV. Finale. Bewegt, doch nicht zu schnell - Live","['Anton Bruckner', 'Günter Wand']",0.2019999999999999,0.0411,-22.014,0.0384,0.9,0.6559999999999999,0.288,0.061,129.05,1993,"Symphony No. 7 in E Major, WAB 107: IV. Finale. Bewegt, doch nicht zu schnell - Live - ['Anton Bruckner', 'Günter Wand']",-0.934528,-0.24606311,6,Ambient / Classical
Flipalo,['Mama Ladilla'],0.562,0.7909999999999999,-9.476,0.049,0.00206,0.0984,0.303,0.845,164.79,1998,Flipalo - ['Mama Ladilla'],0.6937041,0.013363766,1,Energetic Electronic
"La gelosia, VB 46: No. 2a, Son reo, non mi difendo","['Joseph Martin Kraus', 'Simone Kermes', ""L'Arte del mondo"", 'Werner Ehrhardt']",0.418,0.0189,-26.612,0.0607,0.979,0.0,0.314,0.248,171.324,2019,"La gelosia, VB 46: No. 2a, Son reo, non mi difendo - ['Joseph Martin Kraus', 'Simone Kermes', ""L'Arte del mondo"", 'Werner Ehrhardt']",-0.61714625,0.065293625,0,Calm Acoustic
Tiere im Regen,['Andreas Dorau'],0.716,0.395,-13.15,0.0359,0.792,0.0302,0.342,0.591,118.782,2005,Tiere im Regen - ['Andreas Dorau'],-0.033633113,0.75383866,4,Acoustic Pop
The Border - Live,['Gregory Isaacs'],0.54,0.797,-5.664,0.0399,0.132,0.00252,0.855,0.7909999999999999,72.903,2019,The Border - Live - ['Gregory Isaacs'],0.40836915,-0.00036028586,7,Live Performances
